IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,RANGO DE TAXON,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA,MCA1,MCA2,MCA3,Cluster
gbif.org/species/9719088,gbif.org/species/9719088,Cora hafecesweorthensis,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,hafecesweorthensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora hafecesweorthensis | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/7622921,gbif.org/species/7622921,Cora hirsuta,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,hirsuta,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora hirsuta | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/8257450,gbif.org/species/8257450,Cora inversa,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,inversa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora inversa | Nuevo taxón incluido,es,VU,4.1557050393321076,1.7765829841699998,-1.8301356875100931,5
gbif.org/species/9647630,gbif.org/species/9647630,Cora leslactuca,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,leslactuca,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora leslactuca | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/9692519,gbif.org/species/9692519,Cora pastorum,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,pastorum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora pastorum | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/9809159,gbif.org/species/9809159,Cora pikynasa,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,pikynasa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora pikynasa | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/9684858,gbif.org/species/9684858,Cora putumayensis,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,putumayensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora putumayensis | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/9735768,gbif.org/species/9735768,Cora quillacinga,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,quillacinga,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora quillacinga | Nuevo taxón incluido,es,EN,4.178391571314154,1.7502670643437988,-1.8747388144036465,5
gbif.org/species/9731169,gbif.org/species/9731169,Cora rothesiorum,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,rothesiorum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora rothesiorum | Nuevo taxón incluido,es,EN,4.178391571314154,1.7502670643437988,-1.8747388144036465,5
gbif.org/species/7434097,gbif.org/species/7434097,Cora setosa,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,setosa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora setosa | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/9818434,gbif.org/species/9818434,Cora udebeceana,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,udebeceana,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora udebeceana | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/7550471,gbif.org/species/7550471,Cora undulata,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,undulata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora undulata | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/9686567,gbif.org/species/9686567,Cora verjonensis,Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Cora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora,verjonensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cora verjonensis | Nuevo taxón incluido,es,CR,4.267180823634668,1.7701784931860658,-1.8241474457860138,5
gbif.org/species/2555264,gbif.org/species/2555264,Lepidostroma calocerum,Fungi | Basidiomycota | Agaricomycetes | Cantharellales | Clavulinaceae | Lepidostroma,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Lepidostromataceae,Lepidostroma,calocerum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Lepidostroma calocerum | Nuevo taxón incluido,es,EN,4.180017751974256,1.7508725869506836,-1.8807288138257119,5
gbif.org/species/2555266,gbif.org/species/2555266,Multiclavula coronilla,Fungi | Basidiomycota | Agaricomycetes | Cantharellales | Clavulinaceae | Multiclavula,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Multiclavula,coronilla,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Multiclavula coronilla | Nuevo taxón incluido,es,CR,4.293225056409573,1.7753045753278192,-1.810740546091567,5
gbif.org/species/10759556,gbif.org/species/10759556,Sulzbacheromyces chocoensis,Fungi | Basidiomycota | Agaricomycetes | Lepidostromatales | Lepidostromataceae | Sulzbacheromyces,Fungi,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Sulzbacheromyces,chocoensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sulzbacheromyces chocoensis | Nuevo taxón incluido,es,CR,4.2982028217485375,1.7782869799161483,-1.8095110714347982,5
gbif.org/species/10755851,gbif.org/species/10755851,Sulzbacheromyces tutunendo,Fungi | Basidiomycota | Agaricomycetes | Lepidostromatales | Lepidostromataceae | Sulzbacheromyces,Fungi,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Sulzbacheromyces,tutunendo,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sulzbacheromyces tutunendo | Nuevo taxón incluido,es,CR,4.2982028217485375,1.7782869799161483,-1.8095110714347982,5
gbif.org/species/2677189,gbif.org/species/2677189,Anomobryum clavicaule,Plantae | Bryophyta | Bryopsida | Bryales | Bryaceae | Anomobryum,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Anomobryum,clavicaule,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Anomobryum clavicaule,es,VU,0.04236855027921361,-0.6575436826814384,3.81767967233701,4
gbif.org/species/2676853,gbif.org/species/2676853,Bryum sordidum,Plantae | Bryophyta | Bryopsida | Bryales | Bryaceae | Bryum,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,sordidum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Bryum sordidum,es,EN,0.0695132427398561,-0.6891571344500184,3.7619670718843,4
gbif.org/species/2677101,gbif.org/species/2677101,Schizymenium pectinatum,Plantae | Bryophyta | Bryopsida | Bryales | Miniaceae | Schizymenium,Plantae,Bryophyta,Bryopsida,Bryales,Miniaceae,Schizymenium,pectinatum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Schizymenium pectinatum,es,VU,0.03887695482747044,-0.6535976577687724,3.826425151717098,4
gbif.org/species/166177197,gbif.org/species/166177197,Dicranella muralis,Plantae | Bryophyta | Bryopsida | Dicranales | Dicranaceae | Dicranella,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,muralis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Dicranella muralis,es,VU,0.0370603261726851,-0.6580557320837708,3.8578633656272614,4
gbif.org/species/5282123,gbif.org/species/5282123,Dicranella pusilla,Plantae | Bryophyta | Bryopsida | Dicranales | Dicranaceae | Dicranella,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,pusilla,Especie,Desconocido,ICN,Sinónimo,Nombre original validado: Dicranella pusilla,es,VU,0.0370603261726851,-0.6580557320837708,3.8578633656272614,4
gbif.org/species/2675880,gbif.org/species/2675880,Pleuridium lindigianum,Plantae | Bryophyta | Bryopsida | Dicranales | Ditrichaceae | Pleuridium,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Pleuridium,lindigianum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pleuridium lindigianum,es,EN,0.07089750063960806,-0.6976090023270212,3.7838863578670647,4
gbif.org/species/2669836,gbif.org/species/2669836,Calyptrochaeta nutans,Plantae | Bryophyta | Bryopsida | Hookeriales | Daltoniaceae | Calyptrochaeta,Plantae,Bryophyta,Bryopsida,Hookeriales,Daltoniaceae,Calyptrochaeta,nutans,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Calyptrochaeta nutans,es,EN,0.12607258433413407,-0.6803430969901121,3.8209580603177455,4
gbif.org/species/2669459,gbif.org/species/2669459,Leskeodon paisa,Plantae | Bryophyta | Bryopsida | Hookeriales | Daltoniaceae | Leskeodon,Plantae,Bryophyta,Bryopsida,Hookeriales,Daltoniaceae,Leskeodon,paisa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Leskeodon paisa | Pasa de VU a CR,es,CR,0.23232511493591873,-0.6564894082326046,3.884168650093439,4
gbif.org/species/166183081,gbif.org/species/166183081,Lepidopilum wallisii,Plantae | Bryophyta | Bryopsida | Hookeriales | Pilotrichaceae | Lepidopilum,Plantae,Bryophyta,Bryopsida,Hookeriales,Pilotrichaceae,Lepidopilum,wallisii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Lepidopilum wallisii | Nuevo taxón incluido,es,CR,0.24527180016728273,-0.6536312716334804,3.894220459146491,4
gbif.org/species/166180589,gbif.org/species/166180589,Eurhynchium semitortum,Plantae | Bryophyta | Bryopsida | Hypnales | Brachytheciaceae | Eurhynchium,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Eurhynchium,semitortum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Eurhynchium semitortum,es,VU,0.05495969320066919,-0.6657759149741073,3.8689473055942076,4
gbif.org/species/2681127,gbif.org/species/2681127,Trichosteleum mastopomatoides,Plantae | Bryophyta | Bryopsida | Hypnales | Sematophyllaceae | Trichosteleum,Plantae,Bryophyta,Bryopsida,Hypnales,Sematophyllaceae,Trichosteleum,mastopomatoides,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Trichosteleum mastopomatoides | Pasa de VU a CR,es,CR,0.2207926169641401,-0.6760375606205554,3.8788307839307863,4
gbif.org/species/166184134,gbif.org/species/166184134,Cyrto-hypnum arzobispoae,Plantae | Bryophyta | Bryopsida | Hypnales | Thuidiaceae | Cyrtohypnum,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Cyrto-hypnum,arzobispoae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cyrtohypnum arzobispoae,es,VU,0.05484835765229872,-0.6659953479062047,3.868753298522192,4
gbif.org/species/2672195,gbif.org/species/2672195,Macromitrium tocaremae,Plantae | Bryophyta | Bryopsida | Orthotrichales | Orthotrichaceae | Macromitrium,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Macromitrium,tocaremae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Macromitrium tocaremae,es,VU,0.026623186259389302,-0.6583079251889739,3.8371264423356775,4
gbif.org/species/5280289,gbif.org/species/5280289,Didymodon lindigii,Plantae | Bryophyta | Bryopsida | Pottiales | Pottiaceae | Didymodon,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,lindigii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Didymodon lindigii,es,VU,0.029066366072724815,-0.6477178071145743,3.785318434851554,4
gbif.org/species/5281474,gbif.org/species/5281474,Tayloria altorum,Plantae | Bryophyta | Bryopsida | Splachnales | Splachnaceae | Tayloria,Plantae,Bryophyta,Bryopsida,Splachnales,Splachnaceae,Tayloria,altorum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tayloria altorum | Nuevo taxón incluido,es,CR,0.2591203061641015,-0.6511867818772168,3.846620568793954,4
gbif.org/species/2668960,gbif.org/species/2668960,Sphagnum angustifolium,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,angustifolium,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum angustifolium | Nuevo taxón incluido,es,EN,0.14776778136147456,-0.8141156824010329,3.749869518883303,4
gbif.org/species/2669264,gbif.org/species/2669264,Sphagnum antioquiense,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,antioquiense,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum antioquiense | Nuevo taxón incluido,es,CR,0.23655703368198866,-0.7942042535587659,3.800460887500935,4
gbif.org/species/2669166,gbif.org/species/2669166,Sphagnum boomii,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,boomii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum boomii | Nuevo taxón incluido,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669026,gbif.org/species/2669026,Sphagnum boyacanum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,boyacanum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum boyacanum | Pasa de VU a CR,es,CR,0.23655703368198866,-0.7942042535587659,3.800460887500935,4
gbif.org/species/4280823,gbif.org/species/4280823,Sphagnum capillaceum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,capillaceum,Especie,Desconocido,ICN,Sinónimo,Nombre original validado: Sphagnum capillaceum | Nuevo taxón incluido,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669192,gbif.org/species/2669192,Sphagnum cleefii,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,cleefii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum cleefii | Pasa de VU a CR,es,CR,0.23655703368198866,-0.7942042535587659,3.800460887500935,4
gbif.org/species/2669085,gbif.org/species/2669085,Sphagnum curvatulum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,curvatulum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum curvatulum | Nuevo taxón incluido,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669028,gbif.org/species/2669028,Sphagnum diblastoides,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,diblastoides,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum diblastoides | Nuevo taxón incluido,es,CR,0.23655703368198866,-0.7942042535587659,3.800460887500935,4
gbif.org/species/2669011,gbif.org/species/2669011,Sphagnum falcatulum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,falcatulum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum falcatulum | Nuevo taxón incluido,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669204,gbif.org/species/2669204,Sphagnum imperforatum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,imperforatum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum imperforatum | Pasa de VU a CR,es,CR,0.23655703368198866,-0.7942042535587659,3.800460887500935,4
gbif.org/species/2668991,gbif.org/species/2668991,Sphagnum laxirameum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,laxirameum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum laxirameum | Pasa de EN a VU,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669057,gbif.org/species/2669057,Sphagnum lewisii,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,lewisii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum lewisii | Nuevo taxón incluido,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669168,gbif.org/species/2669168,Sphagnum ornatum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,ornatum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum ornatum | Nuevo taxón incluido,es,CR,0.23655703368198866,-0.7942042535587659,3.800460887500935,4
gbif.org/species/2669200,gbif.org/species/2669200,Sphagnum platyphyllum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,platyphyllum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum platyphyllum | Nuevo taxón incluido,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669149,gbif.org/species/2669149,Sphagnum pylaesii,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,pylaesii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum pylaesii | Nuevo taxón incluido,es,EN,0.14776778136147456,-0.8141156824010329,3.749869518883303,4
gbif.org/species/2669016,gbif.org/species/2669016,Sphagnum rotundatum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,rotundatum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum rotundatum | Nuevo taxón incluido,es,VU,0.12508124937942927,-0.7877997625748318,3.7944726457768563,4
gbif.org/species/2669070,gbif.org/species/2669070,Sphagnum santanderense,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,santanderense,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum santanderense | Nuevo taxón incluido,es,CR,0.23655703368198866,-0.7942042535587659,3.800460887500935,4
gbif.org/species/2669252,gbif.org/species/2669252,Sphagnum sonsonense,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,sonsonense,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Sphagnum sonsonense | Nuevo taxón incluido,es,EN,0.14776778136147456,-0.8141156824010329,3.749869518883303,4
